Crop_Year,Area,Production
1998,11471,13492
1998,1319,1515
1998,99094,139145
1999,11471,13905
1999,1481,3286
1999,101518,153253
2000,11498,12962
2000,1559,1713
2000,112691,168993
2001,11507,11107
2001,1580,2048
2001,111755,162309
2002,11542,13203
2002,1747,2361
2002,112663,172850
2003,10451,12052
2003,1764,2049
2003,119704,167676
2004,10477,10152
2004,1824,2135
2004,116951,171521
2005,10498,12339
2005,1780,2021
2005,114930,170915
2006,10498,13150
2006,1709,1985
2006,111966,164323
2007,10465,13524
2007,1648,2186
2007,110593,174753
2008,10465,13415
2008,2057,2390
2008,113375,173493
2009,10891,14104
2009,2083,3011
2009,111539,232902
2010,10991,15825
2010,2058,5304
2010,113051,216219
2011,10876,14964
2011,2237,3768
2011,108452,155670
2012,9170,12544
2012,1572,4661
2012,117679,181966
2013,9103,12411
2013,2256,4257
2013,118841,203249
2014,6829,9986
2014,2334,3981
2014,118833,204222
1997,7332,8936
1997,4552,2983
1997,61520,71060
1998,7400,7646
1998,3623,3811
1998,63930,106421
1999,5600,10546
1999,5000,6155
1999,63400,107038
2000,7000,13411
2000,5200,8960
2000,55600,122895
2001,6000,10804
2001,3191,5667
2001,63500,145362
2002,7597,14389
2002,6100,12670
2002,63958,141811
2003,4000,7360
2003,4500,1224
2003,63900,128905
2004,6500,6230
2004,6200,9368
2004,61309,121010
2005,6500,11474
2005,4750,7686
2005,64100,101338
2006,5800,8971
2006,4826,7804
2006,63500,126660
2007,5900,8657
2007,5306,10973
2007,65225,98940
2008,5243,8683
2008,5768,9817
2008,65300,162218
2009,5064,8700
2009,5968,6147
2009,64633,161518
2010,4451,7580
2010,5980,12175
2010,63143,130832
2011,2240,4223
2011,6578,12544
2011,65617,182975
2012,2260,4148
2012,6650,12874
2012,69735,136279
2013,1255,1576
2013,6850,13501
2013,69394,138893
2014,982,1616
2014,6895,11087
2014,69525,130527
1997,31005,16292
1997,3730,3120
1997,57430,44832
1998,31872,28510
1998,3192,3414
1998,60226,66081
1999,32802,22398
1999,6500,16962
1999,60314,71134
2000,29790,24281
2000,7094,14680
2000,59105,70645
2001,27526,22681
2001,7200,11467
2001,56296,64595
2002,26827,29067
2002,7800,15814
2002,57350,77089
2003,27658,24235
2003,8000,13866
2003,59700,81227
2004,26393,22415
2004,8110,15955
2004,54496,69621
2005,26303,20301
2005,18588,35101
2005,64917,75161
2006,28316,26479
2006,18920,24574
2006,50971,61633
2007,28744,24649
2007,19313,33543
2007,60422,72843
2008,28265,23163
2008,10551,25008
2008,54989,63960
2009,27619,26333
2009,16849,29136
2009,58548,102804
2010,24663,28902
2010,17392,38470
2010,67368,125366
2011,20698,32540
2011,22644,55774
2011,62725,97134
2012,21910,28393
2012,20960,51092
2012,66580,101640
2013,21800,25856
2013,23056,69796
2013,64633,127450
2014,19867,31130
2014,23065,62820
2014,65450,119039
1997,18325,11793
1997,3820,2121
1997,85239,74456
1998,18100,5844
1998,8822,7094
1998,74100,88195
1999,19125,16422
1999,17523,16059
1999,87750,105101
2000,19850,15228
2000,16668,14841
2000,92855,102477
2001,16203,11865
2001,18886,13019
2001,84084,96065
2002,15969,8326
2002,16840,14556
2002,87296,86294
2003,16275,10900
2003,17225,13057
2003,80660,85947
2004,16105,9635
2004,16412,15839
2004,85910,104400
2005,16115,11862
2005,16520,12899
2005,88764,101508
2006,18650,13872
2006,11962,8992
2006,91203,61231
2007,18730,11722
2007,16266,11302
2007,86648,68736
2008,15278,4248
2008,17070,14008
2008,91240,56370
2009,15547,12263
2009,15572,11320
2009,104655,153688
2010,15557,11121
2010,16675,17622
2010,108330,217671
2011,14499,13871
2011,21815,36479
2011,114250,210176
2012,14829,16891
2012,19372,44526
2012,111100,249676
2013,13000,19615
2013,16400,25187
2013,111700,215763
2014,6861,10015
2014,14700,26717
2014,102605,224011
1997,27010,14050
1997,32500,48230
1997,38500,30515
1998,25500,14804
1998,40000,103600
1998,45000,51151
1999,19600,14812
1999,45000,129060
1999,50000,77667
2000,15000,11350
2000,42000,115206
2000,47000,80044
2001,13500,7572
2001,37565,87226
2001,40000,59652
2002,12270,2922
2002,40000,89600
2002,36000,45176
2003,11000,2587
2003,36000,65484
2003,36450,55757
2004,8000,142
2004,38000,85196
2004,27000,19069
2005,7000,3589
2005,29500,59000
2005,22000,26611
2006,4749,3136
2006,36745,71910
2006,32687,17664
2007,4872,1755
2007,37950,87854
2007,41205,25083
2008,6000,4304
2008,32806,84738
2008,37920,51320
2009,4526,1720
2009,42252,106729
2009,31617,44801
2010,4084,2434
2010,44104,108364
2010,41813,80281
2011,3736,2864
2011,43516,122715
2011,42745,80418
2012,3645,5291
2012,37729,112357
2012,39830,77445
2013,2500,4133
2013,41120,134956
2013,46495,109410
2014,3272,7554
2014,42535,132411
2014,44115,74261
1997,57555,54868
1997,28013,43668
1997,142724,136887
1998,55191,72760
1998,41679,100330
1998,144667,211380
1999,42006,51215
1999,52650,127398
1999,152987,278662
2000,48434,67115
2000,57976,145532
2000,141632,232291
2001,45551,53449
2001,57920,135561
2001,128485,224962
2002,40558,43600
2002,59833,131010
2002,150888,255670
2003,42149,46490
2003,57686,131458
2003,152890,275309
2004,34348,35752
2004,58736,134682
2004,135354,229848
2005,26300,24868
2005,51349,108538
2005,136033,205340
2006,24677,30536
2006,50412,109513
2006,94209,131624
2007,19065,25429
2007,42793,104808
2007,130754,186523
2008,18656,27553
2008,40344,84363
2008,136199,201910
2009,18811,26630
2009,48829,126120
2009,114219,228143
2010,16005,24301
2010,47125,126538
2010,121017,201940
2011,14540,22093
2011,41332,93853
2011,136220,208257
2012,12985,19932
2012,33914,103130
2012,131456,246466
2013,12088,18018
2013,44319,122928
2013,140244,295177
2014,11711,19345
2014,43088,120369
2014,146934,270857
1997,41500,24528
1997,1280,1009
1997,105000,88738
1998,41282,26769
1998,3000,4413
1998,99200,109535
1999,36770,32093
1999,3075,5882
1999,106972,136977
2000,33000,31628
2000,15115,15780
2000,106972,125387
2001,31500,24642
2001,15175,17497
2001,110000,138146
2002,21800,17954
2002,13815,17586
2002,109990,138892
2003,20500,18014
2003,17100,25103
2003,110000,142264
2004,20500,10752
2004,17900,26743
2004,103000,130877
2005,13285,10824
2005,10012,14217
2005,57959,79926
2006,7567,6024
2006,9000,17433
2006,65000,84577
2007,7300,7521
2007,8200,13300
2007,65000,109227
2008,6600,6819
2008,8750,22479
2008,65000,109675
2009,5904,2769
2009,6750,18482
2009,64025,110123
2010,5117,4790
2010,6950,18529
2010,64025,143672
2011,4525,3860
2011,10200,26653
2011,65000,110443
2012,4930,6864
2012,10932,30336
2012,65200,131912
2013,4930,5701
2013,11000,31823
2013,62000,115850
2014,2000,3167
2014,12375,36420
2014,62000,144858
1997,2512,2408
1997,10,12
1997,102181,103028
1998,1443,1986
1998,74,147
1998,88425,145785
1999,1835,2345
1999,126,280
1999,96019,175077
2000,2245,3378
2000,444,918
2000,97210,183026
2001,2014,3015
2001,283,573
2001,97255,198095
2002,2023,1940
2002,180,343
2002,97649,185655
2003,1485,2035
2003,252,452
2003,97710,219623
2004,1614,2159
2004,198,388
2004,98450,221214
2005,719,1224
2005,78,139
2005,100494,184184
2006,994,1655
2006,76,153
2006,96103,143528
2007,229,248
2007,16,37
2007,93249,157967
2008,405,356
2008,85,181
2008,105920,259099
2009,439,588
2009,13,28
2009,101185,238091
2010,198,205
2010,53,137
2010,92927,222177
2011,62,52
2011,336,922
2011,96696,213241
2012,129,150
2012,172,510
2012,95535,236386
2013,200,300
2013,553,1649
2013,95779,205295
2014,86,134
2014,2099,6171
2014,95674,199785
1997,31431,20768
1997,6000,4698
1997,115686,129041
1998,31657,34097
1998,7035,7511
1998,104814,146465
1999,27023,29050
1999,9076,12141
1999,123492,179333
2000,35186,36473
2000,9276,12847
2000,124248,176965
2001,29710,23987
2001,10865,15475
2001,101663,132143
2002,32361,34672
2002,12050,16221
2002,119234,163235
2003,33235,32795
2003,12840,21580
2003,123888,195673
2004,34266,30749
2004,13023,19329
2004,121436,185799
2005,34197,36121
2005,13002,15401
2005,122067,185147
2006,31664,30187
2006,12827,20358
2006,82779,79018
2007,32409,37223
2007,13469,23032
2007,121200,159787
2008,33082,34022
2008,16476,30152
2008,123826,188776
2009,30182,27550
2009,16384,37213
2009,109672,176703
2010,25932,30104
2010,18365,56819
2010,123978,272644
2011,26281,38519
2011,17394,58427
2011,129240,212781
2012,21466,32422
2012,19365,79652
2012,122123,237845
2013,20669,32904
2013,21493,67738
2013,123892,240086
2014,18027,32220
2014,25008,81831
2014,130052,266895
1997,7790,7740
1997,72,86
1997,55494,42946
1998,7425,10428
1998,205,408
1998,57458,88039
1999,7821,10399
1999,242,537
1999,58739,88945
2000,9070,13214
2000,400,827
2000,59206,85423
2001,8469,11390
2001,65,130
2001,56386,98552
2002,8531,10210
2002,139,264
2002,57990,70697
2003,7365,10159
2003,139,249
2003,61106,84911
2004,7130,9428
2004,5,10
2004,54045,81042
2005,4010,5005
2005,55274,74903
2006,4890,4997
2006,10,20
2006,55537,70706
2007,6333,6315
2007,12,28
2007,56528,80593
2008,6860,7806
2008,58870,84930
2009,3953,3829
2009,61,132
2009,62459,91080
2010,6278,12549
2010,71,183
2010,58281,115844
2011,6202,11704
2011,85,236
2011,58355,106084
2012,5806,7964
2012,250,741
2012,53003,86946
2013,5346,7595
2013,85,253
2013,56890,97987
2014,5670,7682
2014,201,590
2014,57642,97271
2005,21750,14532
2005,11996,17922
2005,43995,55989
2006,29059,17128
2006,12089,20588
2006,38404,26480
2007,26231,24388
2007,11102,21772
2007,35631,45026
2008,24870,28900
2008,3419,6271
2008,59976,75759
2009,28494,23668
2009,4056,6305
2009,56358,67397
2010,28295,24523
2010,5101,8256
2010,61418,89415
2011,28384,27949
2011,5770,10693
2011,61485,95468
2012,25140,29510
2012,5710,18786
2012,62167,112707
2013,21145,20367
2013,6269,18767
2013,63205,91722
2014,25642,24554
2014,5805,16349
2014,63210,124317
1997,17876,21397
1997,8479,13993
1997,93975,121063
1998,9936,13613
1998,93100,90299
1999,24619,23238
1999,13776,24727
2000,88865,84685
2000,24075,31507
2000,14317,22609
2001,80515,87320
2001,15573,33183
2001,29135,21611
2002,24475,20930
2002,14783,20669
2002,82299,95520
2003,25038,28924
2003,13862,21226
2003,83394,118046
2004,24655,15306
2004,13657,19415
2004,77652,39165
2005,25554,34078
2005,13933,15994
2005,82557,43894
2006,27718,30645
2006,15555,23189
2006,95366,88707
2007,20016,19467
2007,15660,22803
2007,91513,18339
2008,21378,23999
2008,13735,22993
2008,97100,112440
2009,26474,24843
2009,12097,16099
2009,97533,119322
2010,20215,25762
2010,13075,25603
2010,97335,96492
2011,12416,14834
2011,29978,63083
2011,96434,193191
2012,12416,23732
2012,29978,103334
2012,96434,212341
2013,31941,67848
2013,8019,19242
2013,94418,272074
2014,23955,32840
2014,8369,17229
2014,88961,216846
2003,10,13
2003,10,13
2003,31836,54058
2004,24656,19357
2005,58,51
2005,26814,42672
2007,10,8
2007,19,22
2007,33445,62371
2008,10,13
2008,35594,62202
2009,25148,34966
2010,25797,46049
2011,6,9
2011,26272,80558
2012,6,11
2012,26272,80434
2013,26580,77450
2014,26045,114539
1997,10,19
1997,185191,382670
1998,6,13
1998,147064,288927
2000,131312,257321
2000,4,5
2001,163366,344089
2001,743,971
2002,176397,334134
2003,173050,312702
2004,105259,120193
2005,118145,158354
2006,171133,444650
2007,169057,425365
2008,165979,240569
2009,141357,199191
2010,125655,178033
2011,176162,581968
2012,179922,615087
2013,139722,514563
2014,164023,619195
1997,38,59
1997,480,808
1997,98943,159067
1998,378,743
1998,110968,163419
1999,89,114
1999,65,121
2000,121873,138302
2000,1,2
2000,48,89
2001,102989,130687
2001,52,106
2002,103299,145882
2003,100564,150537
2003,100564,150537
2004,71841,97758
2005,96920,133263
2006,99429,258065
2007,100545,241087
2008,97023,215838
2009,1,1
2009,101999,211103
2010,80170,159926
2011,99780,390622
2012,96359,291074
2013,95524,284394
2014,91863,323625
1997,7812,11698
1997,144,210
1997,12907,12172
1998,23,87
1998,14762,8186
1999,6783,10626
1999,112,234
2000,15608,15420
2000,7127,7590
2000,368,511
2001,22536,29097
2001,342,570
2001,5489,2996
2002,4958,5188
2002,353,521
2002,23986,22764
2003,4742,6530
2003,328,436
2003,21832,29364
2004,4922,4406
2004,376,595
2004,19600,7591
2005,5453,4384
2005,327,266
2005,18763,3636
2006,5554,4432
2006,321,407
2006,18576,29080
2007,5990,677
2007,317,375
2007,19020,637
2008,5473,7304
2008,282,456
2008,15398,16859
2009,10431,7045
2009,870,1459
2009,18393,7370
2010,10512,4902
2010,1070,2062
2010,18175,5027
2011,10530,13383
2011,256,449
2011,18447,37271
2012,10446,20333
2012,870,2262
2012,16597,33263
2013,10512,8367
2013,1023,2386
2013,18040,21989
2014,4515,6340
2014,17817,31110
1997,1215,1867
1997,248,438
1997,51405,81057
1998,307,576
1998,49104,60757
1999,1068,1216
1999,383,697
2000,44858,49556
2000,1130,1432
2000,460,788
2001,43555,53843
2001,496,946
2001,1990,2228
2002,1162,1330
2002,360,551
2002,44438,49677
2003,1094,1345
2003,406,567
2003,43555,55133
2004,1505,1341
2004,408,614
2004,39780,18457
2005,1301,1152
2005,267,392
2005,46288,50466
2006,1560,1560
2006,351,488
2006,46289,112180
2007,1550,918
2007,350,484
2007,39780,41303
2008,1355,1735
2008,350,581
2008,39799,53877
2009,1273,1132
2009,327,569
2009,38889,57493
2010,1185,1034
2010,322,619
2010,29266,27793
2011,589,947
2011,276,503
2011,25788,79647
2012,983,1743
2012,276,726
2012,33883,64834
2013,1086,1603
2013,590,1372
2013,27843,53722
2014,1192,2073
2014,536,1139
2014,30623,92619
1997,682,733
1997,54,93
1997,106982,205530
1998,102606,220745
1999,581,656
2000,108068,251834
2000,606,785
2000,175,243
2001,110652,242677
2001,9,15
2001,957,1149
2002,994,1190
2002,9,15
2002,110682,206288
2003,1001,1255
2003,7,9
2003,105425,223506
2004,1453,1295
2004,43,64
2004,95267,30416
2005,453,460
2005,70,98
2005,84677,200611
2006,551,585
2006,76,99
2006,84827,226118
2007,563,393
2007,58,76
2007,105904,271903
2008,150,200
2008,106010,314018
2009,482,435
2009,19,25
2009,106010,141405
2010,482,431
2010,19,36
2010,105877,215955
2011,436,699
2011,8,12
2011,105902,349737
2012,350,624
2012,8,19
2012,104976,359335
2013,164,224
2013,99679,283162
2014,41,71
2014,99721,287766
1997,4,6
1997,91783,215629
1998,90730,221735
2000,84153,225068
2001,73347,183073
2002,67949,170384
2003,5,6
2003,67873,154414
2004,58545,22366
2005,78344,183080
2006,79,75
2006,82457,186996
2007,86540,247613
2008,76664,180533
2009,62254,95620
2010,54724,95829
2011,6,9
2011,73252,258125
2012,72105,253840
2013,2,3
2013,81390,250241
2014,2,3
2014,82231,228890
1997,19578,19904
1997,1472,2017
1997,65936,71543
1998,1122,1328
1998,113070,101851
1999,18926,11073
1999,1081,2169
2000,72415,68231
2000,19440,20077
2000,846,979
2001,56659,48341
2001,933,1063
2001,15146,15757
2002,26770,14628
2002,2657,3841
2002,64638,51628
2003,26026,16740
2003,3705,5241
2003,70987,80021
2004,31226,5893
2004,3189,4700
2004,59280,30463
2005,28005,30023
2005,2840,4619
2005,55678,55900
2006,27721,25533
2006,2572,3875
2006,44562,36021
2007,32989,10431
2007,2618,5196
2007,61112,26996
2008,29180,30022
2008,1917,2826
2008,69407,96740
2009,28901,31533
2009,1606,2058
2009,77036,84537
2010,32930,32889
2010,2317,3819
2010,42986,38326
2011,37063,61962
2011,2299,3709
2011,24121,48821
2012,36524,58586
2012,2292,4609
2012,25511,41262
2013,33995,58523
2013,2302,4198
2013,43366,62268
2014,33535,51141
2014,2301,3889
2014,43145,79747
1997,2816,4607
1997,359,698
1997,99537,149409
1998,103,214
1998,143425,227073
1999,410,506
2000,143640,229890
2000,1,2
2000,7,10
2001,152978,257711
2001,7,12
2002,143,219
2002,147292,243850
2003,1720,2124
2003,144,194
2003,159125,244150
2004,13,12
2004,147,230
2004,72244,13260
2005,1253,1281
2005,29,41
2005,53066,15466
2006,1209,1158
2006,33,45
2006,53353,79414
2007,321,184
2007,39,48
2007,133599,294252
2008,34,45
2008,124534,220352
2009,884,830
2009,53204,66286
2010,28,27
2010,15,28
2010,48819,53247
2011,33,53
2011,13,19
2011,88194,284176
2012,360,640
2012,13,30
2012,124432,407456
2013,196,302
2013,60920,120922
2014,1351,2349
2014,104005,335997
1997,73672,119083
1997,27,49
1997,30205,52009
1998,21,41
1998,29348,42463
1999,60993,82444
1999,40,106
2000,33539,44197
2000,58693,68344
2000,33,61
2001,30016,50185
2001,35,72
2001,64232,74536
2002,63321,78016
2002,11,19
2002,30865,32083
2003,61274,91873
2003,11,16
2003,29840,42543
2004,61615,79645
2004,13,18
2004,28210,42968
2005,58317,39129
2005,32678,13309
2006,51736,64795
2006,24065,25164
2007,54485,47243
2007,27285,25321
2008,59512,74978
2008,26995,30848
2009,60987,53444
2009,29026,25563
2010,62233,62637
2010,26336,21453
2011,60607,111917
2011,29790,72625
2012,58866,127353
2012,28816,82729
2013,54642,87882
2013,30239,45090
2014,55887,104540
2014,28891,61283
1997,112,226
1997,31966,36808
1998,91,203
1998,43790,46941
1999,61,132
2000,47556,50836
2000,41,57
2001,37942,27533
2001,39,65
2002,53386,70195
2003,52784,60080
2004,48284,20970
2005,38706,16931
2006,50289,88727
2007,7,
2007,43788,81148
2008,41565,71441
2009,23,22
2009,37662,34745
2010,24,26
2010,35742,14950
2011,27,43
2011,49101,102308
2012,24,30
2012,49939,73285
2013,23,28
2013,50321,91599
2014,42837,87453
1997,3,3
1997,124,250
1997,90101,125150
1998,121,270
1998,87698,154640
1999,3,3
1999,52,66
2000,86255,134076
2000,3,4
2000,37,53
2001,84038,163470
2001,2,3
2001,3,3
2002,177,194
2002,2,3
2002,61161,100482
2003,44571,80925
2004,34334,13230
2005,46362,41425
2006,7,9
2006,84713,156034
2007,2,2
2007,52706,91399
2008,57835,145344
2009,11333,19179
2010,11502,15067
2011,53698,151552
2012,54368,207869
2013,42526,118972
2014,35877,118140
1997,367,395
1997,108363,216228
1998,105981,252765
1999,400,426
2000,99126,192768
2000,374,461
2001,108386,271151
2001,287,327
2002,129,141
2002,93964,246742
2003,150,181
2003,109797,341697
2004,122,108
2004,95185,137737
2005,15,17
2005,108086,225392
2006,133136,310928
2007,82,58
2007,133060,318882
2008,530,707
2008,135952,266528
2009,703,668
2009,80977,89046
2010,213,221
2010,94628,171037
2011,110903,387340
2012,102114,393863
2013,115422,380460
2014,102380,281879
1997,21370,24893
1997,36882,74067
1997,70067,82310
1998,44803,120495
1998,60879,41742
1999,17168,9117
1999,42647,106762
2000,72621,73068
2000,12469,12868
2000,40107,74376
2001,74419,86446
2001,39998,80525
2001,11394,9235
2002,11413,10710
2002,43555,78797
2002,75881,78968
2003,11522,6698
2003,39255,65936
2003,76062,82863
2004,11095,6285
2004,39516,63239
2004,65993,36149
2005,11574,7743
2005,36111,79751
2005,65032,59736
2006,9166,7342
2006,33284,47014
2006,64041,84543
2007,8779,6005
2007,35272,61735
2007,62044,21406
2008,9546,8285
2008,32726,60737
2008,62048,75183
2009,9617,10355
2009,32337,83316
2009,59594,77367
2010,11293,12850
2010,28956,59206
2010,54686,77074
2011,13886,24471
2011,27002,50404
2011,62759,134098
2012,13609,32194
2012,28859,86172
2012,58252,204658
2013,13686,33142
2013,29028,76672
2013,58294,172303
2014,20966,56210
2014,28477,69243
2014,56511,154124
1997,6967,4272
1997,302,521
1997,16316,18960
1998,441,670
1998,20347,4533
1999,6720,5465
1999,917,1387
2000,17414,8412
2000,4379,1819
2000,3092,4484
2001,19260,8781
2001,1001,1670
2001,8029,4368
2002,8408,2289
2002,1806,2626
2002,16069,1062
2003,6549,4869
2003,1987,2664
2003,15032,14635
2004,7308,501
2004,1909,2998
2004,11059,1657
2005,7528,7310
2005,294,333
2005,11431,12223
2006,8648,7371
2006,288,396
2006,13281,11365
2007,9673,527
2007,77,89
2007,15832,3532
2008,9388,6678
2008,70,113
2008,14170,5434
2009,9400,6779
2009,74,96
2009,14841,2314
2010,9487,7594
2010,73,138
2010,15034,5670
2011,9386,9263
2011,91,137
2011,10968,20628
2012,7524,9400
2012,91,209
2012,12914,28515
